OTU_ID;Kingdom;Phylum;Class;Order;Family;Genus
O1228;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA
O1229;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
O1230;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA
O1231;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;uncultured;uncultured
O1232;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1
O1233;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;TRA3-20;TRA3-20
O1234;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;TRA3-20;TRA3-20
O1235;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;TRA3-20;TRA3-20
O1236;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1
O1237;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1
O1238;Bacteria;Actinobacteriota;MB-A2-108;MB-A2-108;MB-A2-108;MB-A2-108
O1239;Unassigned;NA;NA;NA;NA;NA
O1240;Bacteria;Actinobacteriota;Actinobacteria;0319-7L14;0319-7L14;0319-7L14
O1241;Bacteria;Actinobacteriota;Actinobacteria;0319-7L14;0319-7L14;0319-7L14
O1242;Bacteria;Actinobacteriota;Actinobacteria;0319-7L14;0319-7L14;0319-7L14
O1243;Bacteria;Actinobacteriota;Actinobacteria;0319-7L14;0319-7L14;0319-7L14
O1244;Unassigned;NA;NA;NA;NA;NA
O1245;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Mitochondria
O1246;Bacteria;Myxococcota;bacteriap25;bacteriap25;bacteriap25;bacteriap25
O1247;Bacteria;Myxococcota;bacteriap25;bacteriap25;bacteriap25;bacteriap25
O1248;Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella
O1249;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
O1250;Bacteria;Actinobacteriota;Actinobacteria;0319-7L14;0319-7L14;0319-7L14
O1251;Bacteria;Actinobacteriota;Actinobacteria;0319-7L14;0319-7L14;0319-7L14
O1252;Bacteria;Actinobacteriota;Actinobacteria;0319-7L14;0319-7L14;0319-7L14
O1253;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelotrichaceae_UCG-003
O1254;Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014
O1255;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O1256;Bacteria;Actinobacteriota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter
O1257;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O1258;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;NA
O1259;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas
O1260;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O1261;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;NA
O1262;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;NA
O1263;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;NA
O1264;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
O1265;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Mitochondria
O1266;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group
O1267;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella
O1268;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella
O1269;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA
O1270;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella
O1271;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium
O1272;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium
O1273;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium
O1274;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;NA
O1275;Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;NA
O1276;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia
O1277;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia
O1278;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia
O1279;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus]_torques_group
O1280;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O1281;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O1282;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group
O1283;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA
O1284;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA
O1285;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium
O1286;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Moryella
O1287;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;uncultured;uncultured
O1288;Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus
O1289;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA
O1290;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium
O1291;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoanaerobaculum
O1292;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
O1293;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
O1294;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;TRA3-20;TRA3-20
O1295;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
O1296;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
O1297;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;NA
O1298;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
O1299;Bacteria;NA;NA;NA;NA;NA
O1300;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium
O1301;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA
O1302;Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;uncultured
O1303;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
O1304;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
O1305;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214_group
O1306;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002
O1307;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002
O1308;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-003
O1309;Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;Peptococcus
O1310;Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter
O1311;Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus_Solibacter
O1312;Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus_Solibacter
O1313;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;67-14
O1314;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;67-14
O1315;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter
O1316;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter
O1317;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter
O1318;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;67-14
O1319;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured
O1320;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured
O1321;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured
O1322;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured
O1323;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured
O1324;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured
O1325;Bacteria;Actinobacteriota;Acidimicrobiia;NA;NA;NA
O1326;Bacteria;Actinobacteriota;MB-A2-108;MB-A2-108;MB-A2-108;MB-A2-108
O1327;Bacteria;Actinobacteriota;MB-A2-108;MB-A2-108;MB-A2-108;MB-A2-108
O1328;Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella
O1329;Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Crossiella
O1330;Bacteria;Actinobacteriota;Actinobacteria;Euzebyales;Euzebyaceae;uncultured
O1331;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella
O1332;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella
O1333;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella
O1334;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia
O1335;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella
O1336;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
O1337;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium
O1338;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA
O1339;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella
O1340;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;TRA3-20;TRA3-20
O1341;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;TRA3-20;TRA3-20
O1342;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella
O1343;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Ellin6067
O1344;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Ellin6067
O1345;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium
O1346;Bacteria;NA;NA;NA;NA;NA
O1347;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Catonella
O1348;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Catonella
O1349;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Catonella
O1350;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio
O1351;Bacteria;Dependentiae;Babeliae;Babeliales;Babeliales;Babeliales
O1352;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
O1353;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
O1354;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma
O1355;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
O1356;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
O1357;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
O1358;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;HT002
O1359;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
O1360;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
O1361;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
O1362;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
O1363;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcaceae
O1364;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
O1365;Bacteria;Firmicutes;Bacilli;Lactobacillales;Vagococcaceae;Vagococcus
O1366;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
O1367;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
O1368;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium
O1369;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium
O1370;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Ileibacterium
O1371;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Catenisphaera
O1372;Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mycoplasma
O1373;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia
O1374;Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014
O1375;Bacteria;Bacteroidota;Ignavibacteria;Ignavibacteriales;LD-RB-34;LD-RB-34
O1376;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O1377;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Vicingus
O1378;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O1379;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O1380;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O1381;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O1382;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O1383;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O1384;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O1385;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O1386;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9
O1387;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9
O1388;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella
O1389;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
O1390;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;NA
O1391;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7
O1392;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7
O1393;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
O1394;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
O1395;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas
O1396;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_NK3B31_group
O1397;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum
O1398;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O1399;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O1400;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides
O1401;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O1402;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG-001
O1403;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O1404;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O1405;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O1406;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O1407;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter
O1408;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O1409;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_Ga6A1_group
O1410;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O1411;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O1412;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O1413;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9
O1414;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9
O1415;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9
O1416;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides
O1417;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas
O1418;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas
O1419;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas
O1420;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O1421;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O1422;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O1423;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O1424;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O1425;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O1426;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG-001
O1427;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
O1428;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;NA
O1429;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_NK3B31_group
O1430;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O1431;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O1432;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O1433;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;NA
O1434;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides
O1435;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides
O1436;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella
O1437;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O1438;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae_Sedis
O1439;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group
O1440;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Paraclostridium
O1441;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group
O1442;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O1443;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O1444;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA
O1445;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Morganella
O1446;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA
O1447;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Rothia
O1448;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium
O1449;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium
O1450;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium
O1451;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_UCG-010
O1452;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA
O1453;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia
O1454;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia
O1455;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O1456;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Sellimonas
O1457;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O1458;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O1459;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group
O1460;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Eisenbergiella
O1461;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O1462;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]_xylanophilum_group
O1463;Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;NA
O1464;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_UCG-001
O1465;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus
O1466;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Actinobacillus
O1467;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
O1468;Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus
O1469;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella
O1470;Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus
O1471;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus
O1472;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella
O1473;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium
O1474;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella
O1475;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;NA
O1476;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;NA
O1477;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia
O1478;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter
O1479;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter
O1480;Bacteria;Firmicutes;Clostridia;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group
O1481;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group
O1482;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas
O1483;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NA
O1484;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NA
O1485;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002
O1486;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NA
O1487;Bacteria;Firmicutes;Clostridia;NA;NA;NA
O1488;Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium
O1489;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium
O1490;Bacteria;Myxococcota;Polyangia;Polyangiales;BIrii41;BIrii41
O1491;Bacteria;Acidobacteriota;Acidobacteriae;Subgroup_2;Subgroup_2;Subgroup_2
O1492;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella
O1493;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Parvibacter
O1494;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales_Incertae_Sedis;uncultured
O1495;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Gordonibacter
O1496;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;NA
O1497;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia
O1498;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Tepidimonas
